landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9746,Low,,,2021-05-03T01:13:06.673411128Z,"The disassemble_bytes function in objdump.c in GNU Binutils 2.28 allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of rae insns printing for this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9747,Low,,,2021-05-03T01:13:06.673411128Z,"The ieee_archive_p function in bfd/ieee.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, might allow remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution. NOTE: this may be related to a compiler bug."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9748,Low,,,2021-05-03T01:13:06.673411128Z,"The ieee_object_p function in bfd/ieee.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, might allow remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution. NOTE: this may be related to a compiler bug."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9749,Low,,,2021-05-03T01:13:06.673411128Z,"The *regs* macros in opcodes/bfin-dis.c in GNU Binutils 2.28 allow remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9750,Low,,,2021-05-03T01:13:06.673411128Z,"opcodes/rx-decode.opc in GNU Binutils 2.28 lacks bounds checks for certain scale arrays, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-3426,Low,,,2021-05-03T01:13:06.673411128Z,No description is available for this CVE.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9751,Low,,,2021-05-03T01:13:06.673411128Z,"opcodes/rl78-decode.opc in GNU Binutils 2.28 has an unbounded GETBYTE macro, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9752,Low,,,2021-05-03T01:13:06.673411128Z,"bfd/vms-alpha.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file in the _bfd_vms_get_value and _bfd_vms_slurp_etir functions during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9753,Low,,,2021-05-03T01:13:06.673411128Z,"The versados_mkobject function in bfd/versados.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, does not initialize a certain data structure, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9754,Low,,,2021-05-03T01:13:06.673411128Z,"The process_otr function in bfd/versados.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, does not validate a certain offset, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9755,Low,,,2021-05-03T01:13:06.673411128Z,"opcodes/i386-dis.c in GNU Binutils 2.28 does not consider the number of registers for bnd mode, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9756,Low,,,2021-05-03T01:13:06.673411128Z,"The aarch64_ext_ldst_reglist function in opcodes/aarch64-dis.c in GNU Binutils 2.28 allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during ""objdump -D"" execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-9955,Low,,,2021-05-03T01:13:06.673411128Z,"The get_build_id function in opncls.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted file in which a certain size field is larger than a corresponding data field, as demonstrated by mishandling within the objdump program."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-1000876,Low,,,2021-05-03T01:13:06.673411128Z,"binutils version 2.32 and earlier contains a Integer Overflow vulnerability in objdump, bfd_get_dynamic_reloc_upper_bound,bfd_canonicalize_dynamic_reloc that can result in Integer overflow trigger heap overflow. Successful exploitation allows execution of arbitrary code.. This attack appear to be exploitable via Local. This vulnerability appears to have been fixed in after commit 3a551c7a1b80fca579461774860574eabfd7f18f."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-10372,Low,,,2021-05-03T01:13:06.673411128Z,"process_cu_tu_index in dwarf.c in GNU Binutils 2.30 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted binary file, as demonstrated by readelf."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-10373,Low,,,2021-05-03T01:13:06.673411128Z,"concat_filename in dwarf2.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted binary file, as demonstrated by nm-new."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-10534,Low,,,2021-05-03T01:13:06.673411128Z,"The _bfd_XX_bfd_copy_private_bfd_data_common function in peXXigen.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, processes a negative Data Directory size with an unbounded loop that increases the value of (external_IMAGE_DEBUG_DIRECTORY) *edd so that the address exceeds its own memory region, resulting in an out-of-bounds memory write, as demonstrated by objcopy copying private info with _bfd_pex64_bfd_copy_private_bfd_data_common in pex64igen.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-10535,Low,,,2021-05-03T01:13:06.673411128Z,"The ignore_section_sym function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, does not validate the output_section pointer in the case of a symtab entry with a ""SECTION"" type that has a ""0"" value, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted file, as demonstrated by objcopy."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12641,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in arm_pt in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.30. Stack Exhaustion occurs in the C++ demangling functions provided by libiberty, and there are recursive stack frames: demangle_arm_hp_template, demangle_class_name, demangle_fund_type, do_type, do_arg, demangle_args, and demangle_nested_args. This can occur during execution of nm-new."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12697,Low,,,2021-05-03T01:13:06.673411128Z,"A NULL pointer dereference (aka SEGV on unknown address 0x000000000000) was discovered in work_stuff_copy_to_from in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.30. This can occur during execution of objdump."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12698,Low,,,2021-05-03T01:13:06.673411128Z,"demangle_template in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.30, allows attackers to trigger excessive memory consumption (aka OOM) during the ""Create an array for saving the template argument values"" XNEWVEC call. This can occur during execution of objdump."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12699,Low,,,2021-05-03T01:13:06.673411128Z,"finish_stab in stabs.c in GNU Binutils 2.30 allows attackers to cause a denial of service (heap-based buffer overflow) or possibly have unspecified other impact, as demonstrated by an out-of-bounds write of 8 bytes. This can occur during execution of objdump."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12700,Low,,,2021-05-03T01:13:06.673411128Z,A Stack Exhaustion issue was discovered in debug_write_type in debug.c in GNU Binutils 2.30 because of DEBUG_KIND_INDIRECT infinite recursion.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12934,Low,,,2021-05-03T01:13:06.673411128Z,"remember_Ktype in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.30, allows attackers to trigger excessive memory consumption (aka OOM). This can occur during execution of cxxfilt."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-13033,Low,,,2021-05-03T01:13:06.673411128Z,"The Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (excessive memory allocation and application crash) via a crafted ELF file, as demonstrated by _bfd_elf_parse_attributes in elf-attrs.c and bfd_malloc in libbfd.c. This can occur during execution of nm."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-17358,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31. An invalid memory access exists in _bfd_stab_section_find_nearest_line in syms.c. Attackers could leverage this vulnerability to cause a denial of service (application crash) via a crafted ELF file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-17359,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31. An invalid memory access exists in bfd_zalloc in opncls.c. Attackers could leverage this vulnerability to cause a denial of service (application crash) via a crafted ELF file."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-17360,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31. a heap-based buffer over-read in bfd_getl32 in libbfd.c allows an attacker to cause a denial of service through a crafted PE file. This vulnerability can be triggered by the executable objdump."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-17794,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.31. There is a NULL pointer dereference in work_stuff_copy_to_from when called from iterate_demangle_function."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-17985,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in cp-demangle.c in GNU libiberty, as distributed in GNU Binutils 2.31. There is a stack consumption problem caused by the cplus_demangle_type function making recursive calls to itself in certain scenarios involving many 'P' characters."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18309,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.31. An invalid memory address dereference was discovered in read_reloc in reloc.c. The vulnerability causes a segmentation fault and application crash, which leads to denial of service, as demonstrated by objdump, because of missing _bfd_clear_contents bounds checking."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18483,Low,,,2021-05-03T01:13:06.673411128Z,"The get_count function in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.31, allows remote attackers to cause a denial of service (malloc called with the result of an integer-overflowing calculation) or possibly have unspecified other impact via a crafted string, as demonstrated by c++filt."
